sample_id,gene_12808,gene_7421,gene_1510,gene_13976,gene_15898,gene_16342,gene_14503,gene_19159,gene_11566,gene_12078,gene_7965,gene_15896,gene_7964,gene_1858,gene_15895,gene_11059,gene_18135,gene_11903,gene_14114,gene_19153
sample_16,6.83854844153,9.83631708692,8.14846132893,0.0,18.112653305,1.78387567703,11.551520824,0.431997289841,1.03365205249,0.0,0.431997289841,15.3483477924,9.99476355656,3.47547404674,11.6621476297,0.0,0.431997289841,11.9404567583,0.0,0.0
sample_17,0.799336025158,4.11150712291,12.3625219418,0.0,1.31063095723,13.3192910772,8.33875420727,11.3439185383,11.0216115872,9.58201022267,9.39003134534,0.45428119555,11.7437909537,11.2287104843,0.0,6.14882634566,0.0,0.0,3.68304512978,11.963474124
sample_18,0.0,0.972177970346,11.9708788127,0.0,0.0,14.5619800054,0.714751059343,11.4130302079,12.0796014481,8.97005123114,9.94721758235,0.0,12.1655791062,10.1815374212,0.0,5.80284719387,0.0,0.0,7.67885362273,10.955366571
sample_19,8.18149021302,11.6736756661,0.559247060462,11.8444586258,0.0,6.28878303897,10.141328047,0.961252884058,0.961252884058,1.2753050942,2.10922681554,3.17788590908,8.87729333729,0.0,0.961252884058,0.0,10.8977320321,4.44855080409,0.0,1.53311477225
sample_20,5.9769272216,11.0088697672,0.44625622989,2.09163214011,0.786596361891,2.51407174918,11.2685244563,0.44625622989,1.06170708479,0.0,0.44625622989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44625622989
sample_21,0.0,1.55370454631,9.92992115626,0.0,0.472071799416,9.43920339851,2.28436606581,11.8006572739,4.26272629743,11.4686953105,10.1829405373,0.472071799416,9.87089792497,6.68397710698,0.0,7.77709747325,0.472071799416,0.0,4.34747432354,9.53602569399
sample_22,7.65971053515,9.59984219302,3.83162393682,0.0,16.8358653696,2.36748289814,11.1385278014,0.0,1.53161851093,1.86690797814,1.09396575037,13.4922663092,10.0874495811,0.0,7.74373037604,0.0,0.812621439577,9.22168378101,0.0,0.0
sample_23,8.37185503771,10.5898664581,0.0,0.0,1.54384228661,2.5803384742,11.999468049,0.0,0.820730400605,0.0,1.88048962669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34061923513
sample_24,0.0,0.520648535883,13.1140220842,0.0,0.283684759815,14.5829181743,0.0,11.3072520484,12.7131501995,9.38267157529,10.0139088455,0.0,11.2971914166,9.87223777364,0.0,1.45343856135,0.0,0.0,5.9302737086,12.8170775873
sample_25,6.82944368137,10.2757636864,1.04159344866,0.0,18.0091889443,2.35394427865,11.0067678669,1.75770601748,1.04159344866,1.04159344866,0.612777105285,15.3705818432,9.97521745704,1.04159344866,12.6665369227,0.0,1.21605125763,12.0661295638,0.612777105285,0.0
sample_26,8.57178676729,10.4857286988,0.566571640627,0.0,0.566571640627,6.70039810134,12.7498610494,6.61000754169,1.95828590092,4.37302172437,12.1775908323,0.0,9.8555615205,3.59251683686,0.0,8.90856675451,0.972325041557,0.566571640627,0.0,8.01041061552
sample_27,8.98899704755,10.7606700551,0.0,0.0,1.38609355837,1.59316251455,11.2885489001,0.0,1.14424219728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_28,8.47860785063,10.7057187737,0.448689551769,0.0,2.21670318289,0.790521837837,9.20238343659,0.0,0.0,0.0,0.0,0.448689551769,0.448689551769,0.0,1.68952281685,0.0,1.97033831408,5.61397947893,0.0,0.0
sample_29,8.76269429814,11.5940679568,1.17670573819,0.0,0.395282204132,2.40307680488,10.0128340147,0.395282204132,0.705137466719,2.15924165973,0.0,0.705137466719,0.395282204132,0.0,0.0,0.395282204132,3.20070835777,1.17670573819,0.0,0.0
sample_30,6.84307936453,11.2342845532,0.0,0.0,1.27655621839,2.66329907184,11.0194934335,0.0,2.81682495006,0.0,0.439037962843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_31,7.37025148143,10.8805018711,0.0,0.0,0.0,0.0,10.0950936821,0.0,0.0,0.0,2.84052365962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_32,0.0,0.828550346572,9.57755911791,0.0,2.16716521295,12.1290930066,0.472903623607,8.73662178603,8.09859009793,8.44859540301,7.94354044791,0.472903623607,10.5236109598,7.83006513635,0.0,0.472903623607,0.472903623607,0.0,3.94050506274,8.94402092438
sample_33,8.93266063383,10.2086489364,1.03632749182,0.0,2.76134910801,2.2260152164,11.9804752152,2.05411913272,3.82142450456,0.0,0.609282179917,1.03632749182,2.64498681954,0.609282179917,0.0,0.0,0.0,0.0,0.0,0.609282179917
sample_34,7.90618109611,11.6160249677,1.67653822672,12.2403411649,1.06922095893,3.15150166979,11.4900335525,0.631523406479,2.27622864786,0.631523406479,0.0,2.57104572039,3.2074712233,0.0,0.631523406479,0.0,10.0062839964,3.2074712233,0.0,0.0
sample_35,8.40944185389,11.8947912429,0.648833547907,0.0,2.96611664331,1.14371993109,11.1817610178,0.648833547907,0.648833547907,0.0,0.0,1.43488171941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_36,6.28674625837,9.5898683302,11.3575904906,0.0,1.98706614318,12.6329293295,9.91682294522,11.0334505336,9.65828290153,8.42832666996,8.36488317355,0.0,11.2940750405,10.3861750585,0.0,1.07833657112,0.0,0.0,7.80539564898,7.013551588
sample_37,7.50747752952,10.2798891115,1.45859198815,0.0,17.0943251533,2.69041709553,10.5031300562,2.6427477743,3.14857623274,0.0,3.28421798318,15.2128801105,9.62804265937,1.45859198815,11.1898183829,0.0,0.90627491437,10.6826435203,0.0,0.0
sample_38,9.02574032935,10.8300080751,0.0,0.0,1.45964144993,2.23275284077,11.7741652163,0.0,1.0357646536,0.0,0.0,0.765704465208,0.0,0.0,0.0,0.0,0.433066269618,0.0,0.0,0.0
sample_39,9.089919165,9.89712998014,2.99722013557,0.52255799287,0.52255799287,2.30123644077,12.7272567983,2.64119918571,0.905427923421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30532123507,0.52255799287,0.0,0.0
sample_40,0.0,1.23100223933,11.7099195407,0.0,0.0,13.3247431105,0.418783638512,11.674382084,11.4257823778,10.2433882292,9.9113020975,0.0,12.1380253561,10.7194572746,0.0,3.51616647071,0.0,0.418783638512,7.44674421505,12.2987470838
sample_41,7.75144363599,11.4885531678,1.41754200675,9.94619717713,0.0,1.82391236749,10.8011343997,0.638861600083,1.08011185986,0.0,0.0,1.41754200675,7.52144340315,0.0,0.0,0.0,12.5134019167,0.638861600083,0.0,0.0
sample_42,7.57692266298,11.6436668236,1.12412958533,10.6624369561,0.478402378037,5.24417542802,10.6234059989,0.478402378037,1.90792896227,0.478402378037,0.0,0.478402378037,7.96304055672,0.0,0.837135913923,0.0,7.47218717868,2.78628269844,0.0,0.0
sample_43,0.0,0.495695162624,12.2303507402,0.0,0.495695162624,13.8770156645,2.46218322892,11.1919783467,13.0299583727,9.74689551847,10.3538525587,0.0,12.1028746138,10.5492937409,0.495695162624,6.35366028061,0.0,0.0,9.78091536061,11.7456365126
sample_44,0.0,1.02041330254,12.7277013967,0.0,0.0,14.1682333518,0.425244442148,13.2479957314,13.459726173,9.46037807674,10.6288555973,0.0,11.7243347841,11.4849588012,0.0,3.03548315213,0.0,0.0,9.63599375666,12.530652618
sample_45,8.04632188896,11.4834127335,0.0,0.0,0.570462931026,1.34061923513,10.614507411,0.313245851788,1.77610398807,0.0,0.0,0.313245851788,0.313245851788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_46,7.36777292326,10.5307769616,0.912726500049,10.5572147745,0.0,3.64085225892,10.2608607429,0.0,1.46738383076,0.0,0.0,0.0,7.89202666298,0.0,0.0,0.0,8.60818827717,0.0,0.0,0.0
sample_47,8.68868742322,10.5894264393,5.23098687377,9.33015724708,0.0,6.59725703016,12.4622747567,3.96556266968,2.61303652555,3.58097756848,10.9908130792,0.0,9.26992379927,1.67509327382,0.0,7.49286262956,0.0,0.0,0.0,6.56353035141
sample_48,7.56094417806,11.7404891281,1.7916890669,0.0,0.768501947434,1.829281298,11.3692647138,0.0,1.03927879535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_49,7.39654484602,11.0290870305,2.57499761456,0.0,17.7591209755,2.81979078693,11.1226015451,0.633198686374,0.0,0.0,0.633198686374,14.4453705598,8.46154083726,0.633198686374,11.9025710786,0.0,0.0,11.8304914392,0.0,0.0
sample_50,8.50516050749,10.7117185896,2.4161911939,0.0,0.658371455906,2.56462205244,11.5592193319,1.10882550955,0.658371455906,0.0,1.96040050118,0.0,0.36647609351,0.0,0.0,0.0,0.0,0.0,0.0,0.658371455906
sample_51,8.71141919071,10.4053967848,0.690729962157,0.0,18.5016583916,2.74383806798,11.9275520604,3.26256846033,0.0,3.43629511984,7.35514844411,14.8995268639,9.63255178192,7.21310421964,11.7140050485,0.0,0.690729962157,11.9809892319,0.0,0.690729962157
sample_52,8.34859981062,10.9133531989,1.18972969362,0.0,1.43728101323,2.94407130655,12.1748039968,4.58854674857,0.0,0.0,0.0,0.890719057131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_53,7.58221726711,11.9134691412,1.22804904788,10.4099212412,0.922197848396,3.76046581119,10.6705677375,0.0,1.6948801928,2.04701481952,0.0,2.45285896471,4.57424686047,0.0,0.0,0.0,10.4390516806,0.0,0.0,0.0
sample_54,8.03795870159,10.6858350532,0.0,9.84609679614,0.736561582991,8.13731395264,12.338240545,5.58402143647,1.58433719738,2.32114882914,11.6714658783,0.0,8.9307639444,0.0,0.0,7.87351178532,0.414785005553,0.0,0.0,5.10060347374
sample_55,7.93150578187,11.2417627377,2.08171457035,0.0,0.7194901312,4.04604571522,11.2141490962,4.07400869658,0.0,0.0,0.0,0.0,0.404140166264,0.404140166264,0.0,0.0,0.0,0.978122394572,0.0,0.0
sample_56,7.87418833886,10.5763898647,0.416515504347,0.0,0.0,1.5889004877,11.8012637625,0.0,1.00295449751,0.0,0.739329676016,0.0,0.416515504347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_57,7.09385591861,10.3590796605,0.73248629303,0.0,0.73248629303,8.54167357798,10.7494672264,7.41227344467,0.0,2.4932374192,12.3909588896,0.0,9.05216045226,0.0,0.0,7.95649232329,0.0,0.0,0.0,10.5677564793
sample_58,1.17287150035,5.07121778088,12.1992337038,0.0,4.63443063665,14.0500697004,5.82855796256,12.7580045449,13.8691311196,9.22141553426,9.84644943771,0.0,11.4624715984,10.031632288,0.0,5.97961611292,0.702480242783,0.702480242783,9.0286824108,11.1190254005
sample_59,8.61501528037,10.4035446782,1.82692468294,0.0,1.18516880978,3.90811156061,11.3955287802,2.06512420007,1.18516880978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_60,7.71766956939,9.89789687189,6.08785528578,0.0,14.8981762247,1.86334381071,12.0088907707,1.36910349584,0.61136126392,1.6372856439,2.38449194441,14.9279862417,8.87204688273,0.0,11.1266399502,0.0,0.61136126392,10.9530250997,0.0,0.0
sample_61,1.22706330584,8.24171150193,3.31310070414,0.0,6.54718914076,8.14208152265,8.50749735098,4.8094453147,1.88037207477,2.26276387515,1.88037207477,0.0,8.04089790867,10.3909750062,0.0,0.0,0.74019361702,0.0,0.0,0.291014101417
sample_62,7.25484910723,10.429908825,2.82984955984,0.0,0.747516301865,1.54156439873,10.2902377697,1.75535763727,1.60250438961,0.0,1.01314063249,0.421586873163,0.0,0.0,0.0,0.0,1.01314063249,0.0,0.0,0.0
sample_63,8.39630079857,9.86251648223,3.13527217948,0.0,19.8071174682,2.71406963555,11.5782453059,0.0,1.6891649501,2.1166974432,1.6891649501,11.248935624,9.36037525124,4.05075416875,12.2697169644,0.0,0.0,12.1165161646,0.0,0.0
sample_64,7.76918989006,11.6362847497,0.0,11.5901051355,0.0,7.15776124012,10.215775653,0.78358237394,1.48728052938,0.78358237394,0.0,3.91341603329,9.25411449474,0.0,0.0,0.0,10.2928852552,0.78358237394,0.0,0.0
sample_65,8.5780065457,10.4761588822,0.0,5.15273507545,0.0,7.98558581456,11.5071355665,5.26772305163,0.507515586479,2.26144054996,12.5939769528,0.0,9.14890869042,2.87271058172,0.0,8.96638720519,0.0,0.507515586479,0.0,7.46956856147
sample_66,6.88035493099,9.14334239445,0.0,0.0,0.744333347381,2.67847760604,9.77270056075,0.0,3.476161313,0.0,0.0,1.23290630101,0.744333347381,0.0,0.0,0.0,3.476161313,0.0,0.0,0.0
sample_67,8.20201114715,11.4964643469,1.66993383567,10.8196362538,0.0,2.42330923724,10.7982854781,0.447526301169,1.8260297865,0.0,0.0,0.788518674022,8.71528937634,0.0,0.0,0.0,13.0887021249,1.4948251906,0.0,0.0
sample_68,0.808920426982,3.70377625085,12.8253841694,0.0,0.460375619207,14.5595503661,3.37830352723,11.2504997652,13.0983890926,10.0214658467,8.73279830776,0.0,10.8280729979,10.246182411,0.0,1.52591852311,0.0,0.0,8.73915952666,11.1370743914
sample_69,7.06025278875,9.6516706253,1.23646200384,0.0,0.0,2.78177934559,11.9604291731,4.41573162926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_70,0.0,1.2792929907,12.9537326683,0.0,2.26480662953,13.9404237223,0.561399460895,10.1113182783,13.624395667,9.79636738306,11.6467926904,0.0,12.7961045205,10.2603315186,0.0,4.35791791013,0.0,0.0,9.76988246237,11.2524466465
sample_71,8.62239963547,10.4623897973,1.87621241369,0.0,0.918691534424,3.40512103545,11.5007373327,1.47544810576,2.32383119657,0.531269159883,0.918691534424,0.0,1.68970171694,2.32383119657,0.0,0.0,0.0,0.0,0.0,0.0
sample_72,9.07086692687,10.4133740601,1.81216960256,0.0,0.780394096309,2.08041889973,11.6025689702,2.19789683598,1.48233202075,0.0,0.44233312333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_73,8.62834346335,10.1308922698,3.39245481576,0.0,20.22090848,1.59234939176,11.8153352586,0.36502057862,0.0,2.05900910004,0.0,14.655525133,10.3902549563,0.0,12.8455606158,0.0,0.36502057862,12.6903865385,0.0,0.0
sample_74,8.03435879781,11.3772322249,4.93174450737,0.0,1.04530316796,3.07020039117,11.5813418311,1.3761236524,1.3761236524,0.0,0.0,0.846312779742,0.0,0.0,0.0,0.0,0.0,1.51687243824,0.0,0.0
sample_75,7.29570466018,9.96235380864,0.0,0.0,18.2589156243,1.42642579074,12.2284429397,0.643948519303,0.357608303814,0.357608303814,0.0,15.4674399771,9.26657339955,0.357608303814,11.4235361534,0.357608303814,0.0,11.767141634,0.0,0.0
sample_76,7.89242138534,10.4182110349,2.14701357069,0.0,1.65223407291,4.04845417798,11.3654366524,0.893206865115,0.0,0.0,0.0,0.514602026442,2.71637638391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_77,0.0,1.60250438961,5.41790313488,0.0,0.0,11.3470510425,1.01314063249,12.0370767317,9.90729178938,9.70916826893,7.79427288949,4.02457677377,11.544848549,8.9087918963,0.0,6.64064984642,0.0,1.01314063249,11.1340668852,7.51791342504
sample_78,7.71385387586,11.6169944483,0.404249184667,10.385981003,0.404249184667,5.25802512796,11.034709565,1.38802417581,1.19773960601,0.0,0.404249184667,2.08215755909,6.16007713314,0.0,0.719752957078,0.0,12.1636653984,2.18836927232,0.0,0.404249184667
sample_79,8.09492747707,10.0465374424,0.52125179537,11.4567804863,0.0,8.76512694174,12.1347728335,4.7136573278,0.0,1.66712005981,11.2319771373,0.0,10.0589522973,2.53276578339,0.0,8.99843247208,0.52125179537,0.0,0.0,6.52956798431
sample_80,7.32393745116,11.330334306,0.367371065649,0.0,0.367371065649,2.33922291766,11.2086733196,0.0,1.29284063354,0.367371065649,0.0,0.0,0.0,0.0,0.367371065649,0.0,0.0,0.0,0.0,0.659924558402
sample_81,8.19899991189,11.3679061231,2.83586345554,12.3724869287,1.50685579032,8.30675893747,10.4252788559,3.16697247241,4.95811882672,2.9548663099,2.02495789864,0.0,9.03875990008,1.15568447831,3.73111805809,0.0,11.9456303797,7.07423781765,1.50685579032,1.50685579032
sample_82,8.78098915562,11.6236986273,0.602361856631,0.0,0.602361856631,12.533451412,11.8086545332,2.2101394574,2.2101394574,0.0,1.02595012361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_83,8.30458405085,11.8153352586,0.630498665826,0.0,0.0,1.79352137813,10.3058565523,0.865681314339,1.4029404198,0.0,0.0,0.0,0.0,0.349478514519,0.0,0.0,0.0,0.0,0.0,0.0
sample_84,8.5611046129,10.3676549984,2.3562001644,10.9825800949,0.0,1.97929371045,11.1455055136,1.12247394118,1.12247394118,1.46769683637,1.97929371045,0.0,7.38356606357,0.0,0.0,0.0,12.2936297044,0.0,0.0,0.0
sample_85,7.85247332981,11.8997647476,1.55114683734,10.8754498786,0.471031344272,4.25814953544,10.8077654521,2.16185544302,2.39152028534,1.34732549163,1.55114683734,2.84350152554,7.98589884693,0.0,0.0,0.0,8.751932296,0.0,0.471031344272,0.0
sample_86,8.16468572999,11.1039303204,1.32481060342,0.0,8.9752891199,2.62697639674,11.9226215659,0.809414444236,2.64791310954,0.0,0.0,6.90566378335,0.809414444236,0.0,1.09004041547,0.0,0.0,1.70376517879,0.0,1.52671988125
sample_87,8.95465871311,10.6005726871,2.09004041547,0.0,0.785676088993,3.16399779268,11.5001796212,0.0,3.47700373998,0.0,0.785676088993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_88,0.0,0.626766188378,12.9721325821,0.0,0.0,14.1342097072,0.626766188378,13.0827711027,13.9667127208,9.70404887354,10.068119915,0.626766188378,12.1323840523,10.4662702356,0.0,5.11839710529,0.0,0.0,9.35428464984,11.0579037509
sample_89,6.95085329922,9.99021744573,0.0,0.0,1.50999980184,0.798423845478,10.2509142154,2.71023888498,0.453754606852,0.453754606852,0.0,0.0,0.453754606852,0.0,0.0,0.0,1.68602982367,0.0,0.0,0.0
sample_90,7.34086487569,11.5849014479,0.683202372966,11.8748622705,0.683202372966,3.23095614217,10.7230465378,0.0,0.683202372966,0.0,0.0,2.81903456639,5.88622333354,0.0,0.0,0.0,12.3690301891,0.683202372966,0.0,0.0
sample_91,8.18186783505,11.8385894094,1.26591691437,11.1842058961,0.953451501366,3.49850618919,11.1423751439,0.953451501366,1.74045269847,3.43746745783,0.554146766747,2.62082097594,3.81881989103,1.74045269847,0.0,0.0,12.098048537,0.554146766747,0.0,1.52260820763
sample_92,6.9772799235,10.0895961337,1.75420339568,0.0,2.52275884141,2.05817793479,10.7733123197,2.05817793479,4.4309275174,0.0,0.0,2.05817793479,0.0,0.840845887562,0.0,0.0,0.0,0.0,0.0,0.0
sample_93,8.99592822635,9.24093440226,0.560617141325,0.0,1.27780625852,2.98362297703,12.1345257909,1.27780625852,0.963326147664,0.0,0.0,0.0,0.560617141325,0.0,0.0,0.0,1.27780625852,0.779974061066,0.0,0.0
sample_94,8.49084285618,10.0052596191,0.0,0.0,0.0,1.09626185306,11.3701915314,0.0,3.69474650058,0.0,0.649845352306,0.0,0.361206890239,0.361206890239,0.0,0.0,0.0,0.0,0.0,0.0
sample_95,7.91620790552,11.8972933759,0.783498562104,11.0192223632,0.0,3.00200035195,10.8695784215,0.0,1.05797006864,0.444349024064,0.444349024064,5.23980280709,8.30309576199,0.0,0.0,0.0,12.8199814561,2.90531238612,0.0,0.0
sample_96,7.4442363671,10.5602659528,1.71826297695,4.16584763912,0.938248147687,7.60270628722,11.702454096,6.51886398813,0.544089666549,3.63831716281,11.9306966873,0.938248147687,8.36390257917,4.43388083479,0.0,6.8747232066,0.0,1.50197408519,0.0,8.64382733559
sample_97,8.48605464932,10.8197240587,0.0,0.0,0.402176424979,1.83685324237,11.7273716838,0.402176424979,2.3729799489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_98,7.28921661454,11.385123612,2.07566953523,10.7604288845,2.07566953523,4.2718215561,10.404322001,1.38277790584,0.0,4.58759901982,1.65241765693,0.0,7.85448818458,0.0,0.619084287543,0.0,12.1788453322,0.619084287543,0.0,0.0
sample_99,9.17300996981,11.4725943856,0.0,0.0,2.67382775177,2.5686888316,11.2825845955,0.923643625346,3.25099188193,0.0,0.0,0.923643625346,0.534460081927,0.0,0.0,0.0,1.48217710602,0.0,0.0,0.0
sample_100,9.38183059633,10.9471474343,2.32192809489,0.0,1.22237181126,2.32192809489,11.6390105244,0.0,1.37851162325,0.0,0.0,0.0,0.616639997172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_101,0.0,2.26384569364,12.1675467281,0.0,0.0,13.9273520524,1.53674920565,11.4988143102,11.9363582057,9.74650088503,10.9228370938,0.561008354138,11.8841590691,10.0349777412,0.0,6.4976794216,0.561008354138,0.0,8.17757899806,11.2075451636
sample_102,7.62942948163,11.8582569153,1.59555139946,0.0,1.10802256252,2.34613428328,11.7987876851,1.95928794004,1.72726701073,0.0,0.0,0.0,1.59555139946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_103,0.0,0.513490745588,13.4646733716,0.0,3.74399959082,14.0254856568,0.513490745588,11.9999682998,13.3946368579,9.86576728898,9.79601688904,3.12028557752,11.0054280598,11.1295534969,0.0,5.20604927145,0.0,0.513490745588,9.81599963206,12.6626928504
sample_104,8.05427870829,9.85775089179,0.945532794952,0.0,18.6165955066,2.36145957841,11.7143571505,0.0,1.51192339551,0.0,0.0,12.3558300798,8.55103144912,3.07165971403,12.1171560609,0.0,0.0,12.803299699,0.0,0.0
sample_105,0.0,0.355354620561,13.1954060442,0.0,0.0,14.7872751199,0.877979772771,11.4206445059,13.1957074643,9.31987530312,9.85902843426,0.0,11.2442092099,10.2154601958,0.0,2.2955761031,0.0,0.0,7.6921481846,12.9768003767
sample_106,5.96563192802,5.86049108954,1.06908344153,0.0,7.23209469491,2.30193876697,11.0728025345,1.30106080578,1.06908344153,1.5009040067,5.02142642488,4.15684152459,10.1211967629,0.0,0.792522224141,0.449957483628,0.0,1.5009040067,0.0,2.22042282925
sample_107,7.59511572294,9.91605111802,0.0,0.0,7.652049031,3.68835942521,12.5475741794,4.00093744714,2.1162316606,0.0,11.4293596622,1.07854152365,9.24417352479,2.44559429134,0.0,6.72891366673,0.0,3.94995507427,0.0,0.637749339154
sample_108,8.00210052187,10.0256932737,0.0,0.0,10.4494375682,1.68365154481,12.1207530336,0.0,0.706729455033,2.16240341411,1.1790013991,12.3437131634,9.7376157875,0.0,12.0386035367,0.0,0.706729455033,11.8716126658,0.0,0.0
sample_109,8.54189423423,11.206403914,3.54020089817,0.0,13.9439524516,2.63145356092,10.7072124391,0.548239319575,1.91605619522,0.548239319575,3.54020089817,12.5510977985,4.53551800897,0.0,9.97859606844,0.548239319575,0.0,11.4127815253,0.0,0.0
sample_110,9.19130108324,10.6828717212,2.06163796869,12.2560553277,0.0,10.5116834818,11.6342574572,0.0,0.612682759077,1.63988041985,0.0,1.37144734564,7.10337174459,0.0,0.0,0.0,13.0574519645,1.86611670153,0.0,0.0
sample_111,8.22913124056,10.8525217068,3.69038357008,0.0,0.412293771333,4.22744844149,10.9124328097,0.732573121295,2.79800902761,0.0,0.0,0.0,0.0,0.412293771333,0.0,0.0,0.0,0.0,0.0,0.0
sample_112,6.8421491693,10.8963626805,0.619647766931,0.0,14.6490596576,0.619647766931,10.2676762405,1.88064634767,1.65347281195,0.619647766931,4.45435358647,11.0106889403,5.9072007417,0.0,7.45855425891,0.0,0.0,7.63813177558,0.0,0.0
