sample_id,gene_16337,gene_3921,gene_3461,gene_3439,gene_6733,gene_450,gene_1510,gene_18135,gene_16259,gene_11059,gene_220,gene_7896,gene_219,gene_7116,gene_3737,gene_203,gene_7238,gene_12808,gene_11903,gene_15898,gene_15896,gene_3523,gene_7965,gene_16358,gene_19236,gene_13818,gene_9175,gene_9176,gene_19159,gene_16132,gene_7421,gene_5829,gene_12995,gene_9626,gene_12848,gene_16246,gene_12847,gene_2288,gene_7964,gene_16342,gene_15894,gene_15895,gene_8348,gene_1858,gene_13210,gene_16169,gene_16392,gene_12078,gene_14114,gene_18
sample_12,1.36098224137,0.83535820053,1.12201002013,0.0,3.07912206443,0.0,1.12201002013,12.9907811765,0.0,0.0,0.0,2.78291174288,0.0,0.0,12.1465495839,16.7860015482,2.78291174288,7.6139883162,3.5345845842,0.477366480067,0.0,0.83535820053,0.0,14.6839212001,1.56598704075,0.0,16.573971083,18.0300366383,0.0,1.36098224137,11.7811260764,0.83535820053,9.33385751467,9.78082516157,7.00066483903,1.12201002013,4.63932478917,7.46824117396,6.80709727494,3.80330971,0.0,0.0,8.89808134912,0.477366480067,0.477366480067,3.32475300965,2.86284809032,4.88886499018,0.0,0.0
sample_13,0.0,0.873419503435,0.0,0.873419503435,1.96794324853,2.93664736065,0.501821265421,0.0,0.0,0.0,0.0,1.16864203556,0.0,3.15450220018,0.0,3.79664966356,0.0,8.67781828408,0.0,0.501821265421,0.0,4.41851380945,0.0,6.3376254697,0.873419503435,0.0,4.3901723963,5.2801211792,1.62297719091,0.0,9.92910303311,0.0,0.501821265421,0.501821265421,0.0,0.501821265421,0.0,9.29734046656,1.62297719091,1.96794324853,1.16864203556,0.0,10.0930345556,0.0,2.11373383277,0.501821265421,1.80574645127,0.501821265421,0.0,0.0
sample_14,0.779133623525,0.779133623525,0.0,0.0,0.0,0.0,0.441483479583,0.0,0.0,0.441483479583,0.0,0.0,0.0,0.0,3.55349567286,3.55349567286,1.65452719581,8.84662807654,0.0,0.0,0.0,2.89621371352,1.05248545347,5.1876806634,0.0,0.0,1.05248545347,0.0,0.441483479583,0.0,11.2035437753,0.0,0.0,0.0,0.0,0.0,0.0,7.6469330603,1.48036853735,1.48036853735,0.441483479583,0.0,10.2813157369,0.0,0.779133623525,1.05248545347,2.58796498888,0.779133623525,0.0,0.0
sample_15,0.533264313072,1.22755626105,0.533264313072,0.0,0.921817139847,0.0,0.921817139847,0.0,0.0,0.0,0.0,0.921817139847,0.0,1.22755626105,0.0,4.67793101005,3.8496790697,7.91385280657,0.0,0.533264313072,0.0,2.32912359629,0.0,8.42664215462,0.0,0.533264313072,2.86020799051,2.32912359629,0.533264313072,0.0,10.1481206311,0.0,0.0,0.0,0.533264313072,0.921817139847,0.0,7.10228019318,0.0,2.32912359629,0.0,0.0,10.8584084546,0.0,0.533264313072,0.0,0.921817139847,0.0,0.0,0.0
sample_16,1.62965969993,3.64608199304,2.05018822331,2.55753262765,1.78387567703,0.0,8.14846132893,0.431997289841,0.0,0.0,0.0,9.30485095868,0.0,0.0,0.431997289841,6.0427997164,4.90558677211,6.83854844153,11.9404567583,18.112653305,15.3483477924,2.37540092891,0.431997289841,9.1235213569,2.99664182864,0.0,0.0,0.0,0.431997289841,1.4570163627,9.83631708692,1.62965969993,0.0,0.431997289841,0.0,0.763921420761,0.0,3.9691044307,9.99476355656,1.78387567703,11.9887485843,11.6621476297,8.5754900847,3.47547404674,0.763921420761,0.431997289841,1.03365205249,0.0,0.0,0.763921420761
sample_17,9.28266914637,9.61915069857,11.53327619,11.7208769555,12.4865233256,8.00427665588,12.3625219418,0.0,7.82042790159,6.14882634566,9.77354804978,8.7344047933,10.2007760259,8.5271250863,1.0775164697,2.44403091116,3.59740006835,0.799336025158,0.0,1.31063095723,0.45428119555,1.31063095723,9.39003134534,7.40752270991,10.9169617407,9.01803878828,0.0,0.0,11.3439185383,6.83149726796,4.11150712291,0.45428119555,1.51131622192,1.0775164697,0.0,11.2982115277,0.0,0.0,11.7437909537,13.3192910772,1.84434547714,0.0,4.68922646477,11.2287104843,7.28618808862,12.0875457143,10.7452961657,9.58201022267,3.68304512978,8.805347278
sample_18,10.7107203515,9.2091950221,12.4761639464,12.5802114506,13.1714004418,10.2450416117,11.9708788127,0.0,8.87473242672,5.80284719387,11.4024791722,9.56783251917,11.3476213686,10.1558175252,0.0,4.26866643981,3.40850807615,0.0,0.0,0.0,0.0,0.972177970346,9.94721758235,8.32198219494,11.6407194289,8.8296973688,0.0,0.0,11.4130302079,11.3007186221,0.972177970346,7.68336661764,0.972177970346,0.0,0.0,11.0236157592,0.0,0.0,12.1655791062,14.5619800054,1.95810026172,0.0,3.68513282048,10.1815374212,5.74364960182,13.1461104025,12.0153558101,8.97005123114,7.67885362273,7.43337679338
sample_19,1.2753050942,1.75172078678,0.559247060462,0.961252884058,0.0,0.559247060462,0.559247060462,10.8977320321,0.0,0.0,0.0,1.53311477225,0.0,0.559247060462,9.33945365259,15.8581680242,3.45204186494,8.18149021302,4.44855080409,0.0,3.17788590908,0.0,2.10922681554,14.2756589447,3.78501689651,0.0,15.8426155203,17.5246411846,0.961252884058,0.0,11.6736756661,0.0,13.4767968239,6.01013083802,8.49534339888,0.0,5.26332366725,7.60135481636,8.87729333729,6.28878303897,1.2753050942,0.961252884058,9.09779512454,0.0,0.0,2.25945328344,1.75172078678,1.2753050942,0.0,0.0
sample_20,0.0,0.786596361891,0.0,0.0,0.0,0.0,0.44625622989,0.0,0.0,0.0,0.0,0.0,0.0,0.44625622989,0.0,6.01785511501,1.49180179959,5.9769272216,0.0,0.786596361891,0.0,2.51407174918,0.44625622989,5.84667633657,2.76547109665,0.0,0.44625622989,0.0,0.44625622989,0.0,11.0088697672,0.0,0.0,0.0,0.44625622989,1.96343713132,0.0,4.61832089157,0.0,2.51407174918,1.49180179959,0.0,6.57906094463,0.0,1.66671115196,2.20939097747,0.0,0.0,0.0,3.10636507156
sample_21,7.51537657531,8.42143791992,13.6299598938,8.63879789995,10.5500348802,8.78777199285,9.92992115626,0.472071799416,6.1033024976,7.77709747325,3.86295716342,11.8589561947,3.5176536424,3.93775868372,0.472071799416,3.74294398127,2.034638318,0.0,0.0,0.472071799416,0.472071799416,1.1119660896,10.1829405373,6.26455144336,11.4872974142,7.99198094119,1.1119660896,0.0,11.8006572739,4.29152988912,1.55370454631,6.23519475727,0.0,0.0,0.0,9.6613327528,0.0,0.0,9.87089792497,9.43920339851,0.0,0.0,1.1119660896,6.68397710698,4.85172905589,3.61203396182,4.88990667541,11.4686953105,4.34747432354,6.4738242446
sample_22,1.09396575037,0.812621439577,0.812621439577,0.46278526255,2.46952135023,0.0,3.83162393682,0.812621439577,0.46278526255,0.0,0.0,4.67716993882,0.0,0.0,0.0,7.11943918357,2.25764429902,7.65971053515,9.22168378101,16.8358653696,13.4922663092,1.70898176886,1.09396575037,7.75395211888,4.14090132872,0.46278526255,2.0092396649,0.0,0.0,0.0,9.59984219302,0.0,2.25764429902,0.46278526255,3.86944702169,0.812621439577,1.3293532608,7.46345898051,10.0874495811,2.36748289814,9.81320079048,7.74373037604,9.99689712551,0.0,0.0,0.0,2.46952135023,1.86690797814,0.0,0.0
sample_23,0.820730400605,1.54384228661,0.0,0.0,1.10393399106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.820730400605,0.0,1.88048962669,3.99480597608,1.54384228661,8.37185503771,0.0,1.54384228661,0.0,1.10393399106,1.88048962669,8.81636930745,2.02329084252,0.0,0.0,0.0,0.0,0.0,10.5898664581,0.0,0.0,0.0,0.0,2.27244130094,0.0,6.256989868,0.0,2.5803384742,5.31096898112,0.0,7.30458405085,0.0,1.10393399106,0.467905469061,0.0,0.0,0.0,0.0
sample_24,9.56260114505,9.97239110382,12.0681635912,11.088145573,11.5839195512,9.82842531171,13.1140220842,0.0,10.152310197,1.45343856135,10.2013398037,9.30499693866,11.2678693266,10.2687057343,0.0,2.23094077612,2.0907856967,0.0,0.0,0.283684759815,0.0,0.283684759815,10.0139088455,8.1171183896,12.0284862744,8.52121566974,0.0,0.0,11.3072520484,12.4480285224,0.520648535883,1.85111936437,1.45343856135,0.724213686757,1.06115406321,12.3143708177,0.283684759815,0.0,11.2971914166,14.5829181743,0.0,0.0,1.93553518087,9.87223777364,6.01513401311,13.0877197321,11.79539439,9.38267157529,5.9302737086,10.3122703604
sample_25,1.64015815496,2.31304264099,3.50082754214,0.338681124625,3.53416123262,0.0,1.04159344866,1.21605125763,1.04159344866,0.0,0.612777105285,6.79203540631,0.612777105285,0.0,1.64015815496,4.77936479266,5.3086885114,6.82944368137,12.0661295638,18.0091889443,15.3705818432,1.21605125763,0.612777105285,8.74179391529,0.338681124625,0.0,0.0,0.0,1.75770601748,2.82503254355,10.2757636864,0.0,0.338681124625,1.64015815496,0.338681124625,1.64015815496,0.0,6.59287408778,9.97521745704,2.35394427865,11.1837718294,12.6665369227,8.13968947616,1.04159344866,0.843099470232,0.0,0.612777105285,1.04159344866,0.612777105285,1.37167037096
sample_26,10.6205405924,8.82992881966,11.2091608978,1.28865386361,0.566571640627,0.0,0.566571640627,0.972325041557,1.95828590092,8.90856675451,0.0,9.76355432304,0.0,0.0,0.0,4.61876723365,12.1165486534,8.57178676729,0.566571640627,0.566571640627,0.0,12.3314656251,12.1775908323,9.57353926532,11.6295342137,2.27738969881,0.972325041557,1.54794331129,6.61000754169,0.0,10.4857286988,13.7563373999,1.28865386361,0.0,0.0,0.0,0.0,8.25943727634,9.8555615205,6.70039810134,2.53853816363,0.0,9.51688582938,3.59251683686,7.99960545913,0.972325041557,1.54794331129,4.37302172437,0.0,0.0
sample_27,0.488926267524,0.488926267524,0.488926267524,0.0,1.14424219728,0.488926267524,0.0,0.0,0.0,0.0,0.0,0.488926267524,0.0,0.0,7.25826450856,2.89818900033,1.59316251455,8.98899704755,0.0,1.38609355837,0.0,0.853516664755,0.0,8.97403020235,0.488926267524,0.488926267524,0.488926267524,1.59316251455,0.0,0.488926267524,10.7606700551,0.0,0.0,0.0,0.0,2.0797706278,0.0,7.50249768851,0.0,1.59316251455,0.488926267524,0.0,9.27673858338,0.0,0.488926267524,0.0,0.0,0.0,0.0,2.44299655952
sample_28,0.790521837837,0.0,1.67310409759,0.0,2.61060557999,0.0,0.448689551769,1.97033831408,0.0,0.0,0.0,2.32570301291,0.0,0.790521837837,0.448689551769,2.98764830053,3.17413472906,8.47860785063,5.61397947893,2.21670318289,0.448689551769,2.32570301291,0.0,7.68162495306,0.448689551769,2.32570301291,0.0,0.0,0.0,0.0,10.7057187737,0.0,0.448689551769,0.448689551769,0.0,0.790521837837,0.448689551769,6.90610892407,0.448689551769,0.790521837837,0.0,1.68952281685,11.1022185064,0.0,0.0,0.790521837837,0.0,0.0,0.0,0.448689551769
sample_29,0.960140980311,0.395282204132,1.81610814401,0.0,1.17670573819,0.0,1.17670573819,3.20070835777,0.0,0.395282204132,0.0,2.25758396045,0.0,0.705137466719,0.395282204132,4.24519900059,1.36502057862,8.76269429814,1.17670573819,0.395282204132,0.705137466719,1.53156860881,0.0,7.44320879468,6.1231840313,7.20505033284,1.17670573819,0.705137466719,0.395282204132,0.0,11.5940679568,0.0,0.705137466719,3.67873674415,0.0,0.705137466719,0.0,7.34307020637,0.395282204132,2.40307680488,0.0,0.0,11.1843732869,0.0,0.960140980311,1.17670573819,1.17670573819,2.15924165973,0.0,0.395282204132
sample_30,1.47420238951,1.94305863889,1.27655621839,0.0,0.775092694119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90780401325,5.20635800098,2.29636930117,6.84307936453,0.0,1.27655621839,0.0,2.81682495006,0.439037962843,5.52880883143,0.439037962843,0.439037962843,0.439037962843,0.0,0.0,1.04753838876,11.2342845532,0.0,0.0,0.439037962843,0.0,0.775092694119,0.0,7.32490958733,0.0,2.66329907184,0.775092694119,0.0,9.44650231084,0.0,0.0,1.04753838876,0.0,0.0,0.0,0.0
sample_31,0.0,2.1915626507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90052873104,1.20000206602,7.37025148143,0.0,0.0,0.0,2.47014636704,2.84052365962,7.43388584094,0.0,0.0,1.70951121443,0.0,0.0,0.0,10.8805018711,0.0,0.0,0.0,2.96559960788,0.0,0.0,5.24705403892,0.0,0.0,0.0,0.0,11.1146207966,0.0,0.0,0.0,0.0,0.0,0.0,1.20000206602
sample_32,6.06499060143,8.22368318462,8.15466117579,10.1733273497,10.3109762496,5.32845951665,9.57755911791,0.472903623607,6.79667561761,0.472903623607,6.51394704258,8.33878985599,6.8265611982,5.79957693089,0.472903623607,4.91145670542,3.4707060481,0.0,0.0,2.16716521295,0.472903623607,1.35145872332,7.94354044791,6.28908009842,10.0308050546,7.33632802502,0.472903623607,0.0,8.73662178603,8.17028563013,0.828550346572,0.0,0.0,0.472903623607,0.472903623607,8.60194531239,0.0,0.0,10.5236109598,12.1290930066,0.0,0.0,1.11356715705,7.83006513635,2.0368549533,10.7494420851,6.38595210804,8.44859540301,3.94050506274,7.55744838425
sample_33,2.64498681954,0.609282179917,0.609282179917,0.609282179917,4.92728967383,0.609282179917,1.03632749182,0.0,1.03632749182,0.0,1.85893584269,1.85893584269,2.96925181555,2.86904225973,0.0,5.39190172932,3.52477832504,8.93266063383,0.0,2.76134910801,1.03632749182,4.06734615601,0.609282179917,6.21028365111,1.85893584269,1.36541259249,3.23385739031,3.31227308359,2.05411913272,2.64498681954,10.2086489364,0.0,0.0,0.0,0.0,1.03632749182,0.0,7.80271668065,2.64498681954,2.2260152164,0.0,0.0,10.197069221,0.609282179917,1.03632749182,2.37959323898,2.76134910801,0.0,0.0,0.0
sample_34,1.06922095893,0.0,1.06922095893,0.0,1.90527387163,0.0,1.67653822672,10.0062839964,0.0,0.0,0.0,1.90527387163,0.0,0.0,9.94329721894,14.8192560367,0.0,7.90618109611,3.2074712233,1.06922095893,2.57104572039,1.40463068422,0.0,14.1017623358,1.40463068422,0.0,16.8265484873,17.6677768384,0.631523406479,0.631523406479,11.6160249677,0.0,2.81571887152,7.88153003328,8.40632832559,0.631523406479,6.58501509802,8.08895780172,3.2074712233,3.15150166979,1.06922095893,0.631523406479,9.99778635804,0.0,0.631523406479,3.6475677937,1.67653822672,0.631523406479,0.0,1.40463068422
sample_35,0.0,1.43488171941,0.0,1.09470900709,0.648833547907,0.0,0.648833547907,0.0,0.0,0.0,0.0,2.13986236802,0.0,0.0,0.0,5.20065735939,2.47064098006,8.40944185389,0.0,2.96611664331,1.43488171941,1.94084329569,0.0,5.42698927537,0.0,0.0,1.94084329569,0.0,0.648833547907,0.0,11.8947912429,0.0,0.0,0.0,0.0,0.0,0.0,7.71795054335,0.0,1.14371993109,2.31469652566,0.0,10.5896792325,0.0,0.648833547907,1.43488171941,1.09470900709,0.0,0.0,0.0
sample_36,7.4646437645,5.03855031441,8.33373678462,13.2151507381,12.217267074,8.4696296082,11.3575904906,0.0,5.83166953489,1.07833657112,9.08409616365,9.43938211422,9.70129953007,8.80933404931,0.0,7.20686784624,1.68853846962,6.28674625837,0.0,1.98706614318,0.0,1.68853846962,8.36488317355,5.75455350632,7.65437109246,9.47362052461,0.0,1.51232803599,11.0334505336,7.3676331594,9.5898683302,7.49162865964,0.454702328164,0.0,0.799999066493,8.39218860497,0.454702328164,3.25134038279,11.2940750405,12.6329293295,6.7756958688,0.0,5.29152252203,10.3861750585,4.53807250274,8.6020938268,7.63298792914,8.42832666996,7.80539564898,9.1617516677
sample_37,0.90627491437,0.90627491437,0.90627491437,1.85702551518,2.16889872003,0.0,1.45859198815,0.90627491437,0.0,0.0,0.0,8.22870807964,0.0,0.0,0.90627491437,6.25136689571,3.62814366358,7.50747752952,10.6826435203,17.0943251533,15.2128801105,2.83175566064,3.28421798318,8.1729924744,4.56859763742,0.0,0.0,0.0,2.6427477743,0.90627491437,10.2798891115,0.0,0.0,0.0,0.0,4.2082050895,0.0,6.16612089356,9.62804265937,2.69041709553,10.283944916,11.1898183829,8.05464772703,1.45859198815,2.6427477743,0.0,5.97884542842,0.0,0.0,3.14857623274
sample_38,2.4727476931,2.05335466209,1.26321473144,0.433066269618,1.26321473144,2.37876129887,0.0,0.433066269618,0.0,0.0,0.0,0.433066269618,0.0,2.27825243907,0.433066269618,6.24634917726,1.63250088948,9.02574032935,0.0,1.45964144993,0.765704465208,3.68960108837,0.0,8.32157639511,0.433066269618,0.433066269618,0.765704465208,0.0,0.0,0.0,10.8300080751,0.0,0.0,1.26321473144,0.0,2.05335466209,0.0,8.32630363908,0.0,2.23275284077,0.765704465208,0.0,11.4592420475,0.0,1.92622719453,0.433066269618,0.765704465208,0.0,0.0,1.45964144993
sample_39,0.0,4.42742515415,0.52255799287,0.52255799287,2.7387678368,0.0,2.99722013557,4.30532123507,0.0,0.0,0.0,0.905427923421,0.0,0.905427923421,2.53652542984,5.894723197,2.01998651178,9.089919165,0.52255799287,0.52255799287,0.0,3.86123085806,0.0,8.90390895249,1.45743669777,0.0,6.87720436508,8.5393837299,2.64119918571,0.905427923421,9.89712998014,0.0,2.16745427548,2.7387678368,0.0,0.0,0.0,8.14912215497,0.0,2.30123644077,4.83298619063,0.0,11.5031648482,0.0,2.01998651178,1.20764301269,0.0,0.0,0.0,1.20764301269
sample_40,8.93679692112,8.9328230069,10.7317941935,11.8692005376,12.3205692931,9.3088168153,11.7099195407,0.0,9.04929858728,3.51616647071,11.8089923209,7.93378506135,12.2640965465,11.3923710935,0.0,3.85524225145,2.42723070143,0.0,0.418783638512,0.0,0.0,0.742954756697,9.9113020975,6.97679894499,10.9100505419,8.91078062304,0.0,0.0,11.674382084,12.7469383339,1.23100223933,2.5974596634,1.88537912856,0.0,0.418783638512,10.4482092463,0.0,0.0,12.1380253561,13.3247431105,0.418783638512,0.0,2.33393888997,10.7194572746,6.73366616768,11.991188769,11.2195497192,10.2433882292,7.44674421505,10.538208336
sample_41,0.638861600083,1.08011185986,0.0,0.0,1.08011185986,0.0,1.41754200675,12.5134019167,0.0,0.0,0.0,1.69081934016,0.0,0.0,12.9832394677,18.1545066384,0.638861600083,7.75144363599,0.638861600083,0.0,1.41754200675,0.0,0.0,16.2743126277,0.0,0.0,17.2287811198,19.0316285192,0.638861600083,0.0,11.4885531678,0.638861600083,11.3202308031,11.9498485917,8.52625665036,0.0,6.01144420255,8.05324169458,7.52144340315,1.82391236749,0.0,0.0,9.18225529176,0.0,0.0,2.29269341826,3.66666571059,0.0,0.0,0.0
sample_42,1.90792896227,0.837135913923,1.74820358588,0.0,0.837135913923,0.0,1.12412958533,7.47218717868,0.0,0.0,0.0,0.837135913923,0.0,0.478402378037,7.76601865756,16.2546042288,1.36339538544,7.57692266298,2.78628269844,0.478402378037,0.478402378037,1.12412958533,0.0,13.6525873259,1.56861587671,1.12412958533,16.6565505573,17.8054982808,0.478402378037,0.478402378037,11.6436668236,0.837135913923,7.96076653161,9.38351638433,8.4471410982,0.478402378037,5.99814584759,7.30287649771,7.96304055672,5.24417542802,1.56861587671,0.837135913923,8.96469896986,0.0,0.837135913923,2.51571245196,2.78628269844,0.478402378037,0.0,1.12412958533
sample_43,10.5727854784,10.3255415745,13.3158288505,12.3273533475,14.7739736675,11.454576906,12.2303507402,0.0,8.78322744985,6.35366028061,10.7304701372,8.78992483126,11.9054471787,9.75991647108,0.0,2.35063868084,1.60890384253,0.0,0.0,0.495695162624,0.0,2.66234224152,10.3538525587,7.10805393602,11.8635164983,8.98115910272,0.0,0.0,11.1919783467,12.2711361668,0.495695162624,0.0,0.495695162624,0.0,0.495695162624,11.5509824063,0.495695162624,0.0,12.1028746138,13.8770156645,1.60890384253,0.495695162624,0.0,10.5492937409,7.72071624252,12.0206952597,13.2164063606,9.74689551847,9.78091536061,8.32015068217
