sample_id,gene_16337,gene_3921,gene_3461,gene_3439,gene_6733,gene_450,gene_1510,gene_18135,gene_16259,gene_11059,gene_220,gene_7896,gene_219,gene_7116,gene_3737,gene_203,gene_7238,gene_12808,gene_11903,gene_15898,gene_15896,gene_3523,gene_7965,gene_16358,gene_19236,gene_13818,gene_9175,gene_9176,gene_19159,gene_16132,gene_7421,gene_5829,gene_12995,gene_9626,gene_12848,gene_16246,gene_12847,gene_2288,gene_7964,gene_16342,gene_15894,gene_15895,gene_8348,gene_1858,gene_13210,gene_16169,gene_16392,gene_12078,gene_14114,gene_18,gene_18746,gene_19153,gene_14503,gene_13976,gene_16130,gene_11566,gene_2037,gene_9177,gene_16131,gene_4442,gene_5729,gene_16377,gene_6816,gene_18636,gene_3524,gene_12881,gene_12013,gene_17801,gene_8003,gene_3970,gene_10284,gene_5625,gene_12568,gene_6361,gene_14798,gene_11910,gene_12069,gene_13507,gene_5577,gene_11550,gene_2129,gene_18042,gene_7560,gene_628,gene_5576,gene_17906,gene_18632,gene_3862,gene_14190,gene_11449,gene_742,gene_9173,gene_17751,gene_11464,gene_1482,gene_6890,gene_16061,gene_17664,gene_8801,gene_15591
sample_10,0.892818427795,0.892818427795,0.892818427795,0.514400039037,1.44020807501,0.0,0.514400039037,0.0,0.0,0.0,0.0,3.25823246779,0.0,1.99956712655,0.0,3.92003599347,2.97351943969,8.52075616707,0.0,1.19232043503,0.514400039037,3.54968149087,0.0,6.47285652138,0.514400039037,0.514400039037,2.61842661665,3.12288803037,0.0,0.0,10.5841263219,0.0,0.0,0.514400039037,0.0,1.65168318063,0.0,7.74379095375,1.65168318063,2.37448310432,0.0,0.0,10.8529663871,0.0,0.0,0.0,0.0,0.0,0.0,1.65168318063,12.7799737329,0.0,12.0614825803,0.0,0.0,3.19214681128,0.0,4.61836788145,0.0,4.56714383189,11.164070977,1.48728052938,2.80688081579,0.0,0.0,0.0,0.0,0.892818427795,1.44020807501,9.7996426549,2.14639454906,8.69789194538,1.19232043503,0.0,10.6120391239,12.2445630394,0.0,10.0878473319,4.87157755316,0.514400039037,3.79203280256,0.0,2.61842661665,0.892818427795,5.93018143813,9.74882682507,0.0,0.892818427795,5.8574261971,0.514400039037,0.0,0.514400039037,0.0,2.40163046658,2.71571768922,0.892818427795,8.85697324412,3.87861745406,3.32142306324,0.514400039037
sample_11,9.89468136762,9.92658361548,12.0799947037,11.9512154931,14.090261314,10.7192690192,11.7289451186,0.0,8.77932539145,5.59615396792,12.6010302192,9.84546496038,12.6241214621,11.1138984061,0.425781538704,3.49808488421,3.58318207868,0.0,0.0,0.754117859552,0.0,0.754117859552,10.2836092965,7.16455500692,11.9657734644,8.98878976113,0.0,0.0,12.4245337408,12.6266284962,0.425781538704,4.97969155841,3.45357025539,0.0,0.425781538704,11.7697965287,0.0,0.0,11.6657134204,13.2418580551,0.425781538704,0.0,0.425781538704,9.85939346057,7.5447249294,12.2977731976,11.723242835,9.44256204329,8.99753799269,8.73235400555,9.46235503044,11.2982573585,1.02140865694,0.0,9.29347624706,12.6517064974,0.0,0.425781538704,6.81466577293,13.3681381016,0.425781538704,11.7192561827,11.8217540551,7.37609933586,0.0,0.0,0.425781538704,5.54403400976,1.9054664338,2.69879632968,8.17844575385,1.61339020529,3.03722406162,1.02140865694,10.4683389374,4.70377071483,0.425781538704,2.62042219191,10.3150476414,9.37778315582,11.1272463495,9.87688217844,1.02140865694,9.28635445319,11.2359663405,1.02140865694,6.88338865664,10.1084199099,0.0,2.0319597414,8.60967002053,0.0,0.0,7.62469312047,3.54125462537,11.0421997188,1.7668071513,6.92066250285,11.5240715138,0.425781538704
sample_12,1.36098224137,0.83535820053,1.12201002013,0.0,3.07912206443,0.0,1.12201002013,12.9907811765,0.0,0.0,0.0,2.78291174288,0.0,0.0,12.1465495839,16.7860015482,2.78291174288,7.6139883162,3.5345845842,0.477366480067,0.0,0.83535820053,0.0,14.6839212001,1.56598704075,0.0,16.573971083,18.0300366383,0.0,1.36098224137,11.7811260764,0.83535820053,9.33385751467,9.78082516157,7.00066483903,1.12201002013,4.63932478917,7.46824117396,6.80709727494,3.80330971,0.0,0.0,8.89808134912,0.477366480067,0.477366480067,3.32475300965,2.86284809032,4.88886499018,0.0,0.0,9.60337227477,0.0,10.2872852786,9.35647397913,0.0,2.60833615035,0.83535820053,14.6142842415,0.0,5.28685158406,11.7397046765,0.50944249308,4.28031794333,0.0,3.01056502946,6.95578937584,5.24270538859,8.25229643375,8.59282327087,9.16673050643,1.9050042414,10.3882541263,12.871281526,5.62162114366,15.4488293441,14.1909820795,12.4340912867,10.0150386481,1.36098224137,3.80128284257,3.67408772636,0.0,1.36098224137,2.04868957271,3.48492437266,8.60885358713,0.477366480067,1.23689054834,7.63690733207,1.9050042414,0.83535820053,4.86963949059,5.34368496369,2.86284809032,9.20940462511,0.0,8.87416681704,13.5453385773,0.83535820053,0.0
sample_13,0.0,0.873419503435,0.0,0.873419503435,1.96794324853,2.93664736065,0.501821265421,0.0,0.0,0.0,0.0,1.16864203556,0.0,3.15450220018,0.0,3.79664966356,0.0,8.67781828408,0.0,0.501821265421,0.0,4.41851380945,0.0,6.3376254697,0.873419503435,0.0,4.3901723963,5.2801211792,1.62297719091,0.0,9.92910303311,0.0,0.501821265421,0.501821265421,0.0,0.501821265421,0.0,9.29734046656,1.62297719091,1.96794324853,1.16864203556,0.0,10.0930345556,0.0,2.11373383277,0.501821265421,1.80574645127,0.501821265421,0.0,0.0,11.8089239655,0.0,12.557025657,0.501821265421,0.0,0.0,1.62297719091,3.70758000628,0.0,4.57778530339,11.4443160977,4.45262837859,2.2461344205,0.0,0.0,0.0,3.28337362182,1.41364823661,3.9978885141,9.76910226176,0.0,8.57139998374,3.01297979195,0.0,10.7135669479,7.26766687811,0.0,12.5560293884,3.70758000628,2.67991917498,1.16864203556,0.0,0.501821265421,1.80574645127,3.22037639281,9.55441617837,0.501821265421,0.501821265421,9.87388239144,2.85602955021,0.501821265421,0.0,0.0,2.85602955021,0.0,0.501821265421,7.57519129415,8.85547586988,0.0,0.0
sample_14,0.779133623525,0.779133623525,0.0,0.0,0.0,0.0,0.441483479583,0.0,0.0,0.441483479583,0.0,0.0,0.0,0.0,3.55349567286,3.55349567286,1.65452719581,8.84662807654,0.0,0.0,0.0,2.89621371352,1.05248545347,5.1876806634,0.0,0.0,1.05248545347,0.0,0.441483479583,0.0,11.2035437753,0.0,0.0,0.0,0.0,0.0,0.0,7.6469330603,1.48036853735,1.48036853735,0.441483479583,0.0,10.2813157369,0.0,0.779133623525,1.05248545347,2.58796498888,0.779133623525,0.0,0.0,13.4938054243,0.441483479583,11.4792346039,0.0,0.0,1.05248545347,0.441483479583,4.03523679327,0.0,3.31482701478,11.8437405069,2.13208324797,1.05248545347,0.0,0.0,0.0,1.05248545347,0.441483479583,0.779133623525,9.40829152317,2.19547359239,9.16725504935,2.40503932182,0.0,10.4466284369,9.63958309724,0.0,9.91092749411,3.5088216003,2.58796498888,1.05248545347,0.0,1.48036853735,0.779133623525,3.93748564128,8.9967446306,0.0,0.779133623525,8.00761600187,0.779133623525,0.0,0.0,0.0,0.779133623525,0.0,0.0,10.6197614633,1.48036853735,1.48036853735,0.0
sample_15,0.533264313072,1.22755626105,0.533264313072,0.0,0.921817139847,0.0,0.921817139847,0.0,0.0,0.0,0.0,0.921817139847,0.0,1.22755626105,0.0,4.67793101005,3.8496790697,7.91385280657,0.0,0.533264313072,0.0,2.32912359629,0.0,8.42664215462,0.0,0.533264313072,2.86020799051,2.32912359629,0.533264313072,0.0,10.1481206311,0.0,0.0,0.0,0.533264313072,0.921817139847,0.0,7.10228019318,0.0,2.32912359629,0.0,0.0,10.8584084546,0.0,0.533264313072,0.0,0.921817139847,0.0,0.0,0.0,12.9124889478,0.0,11.5073536392,0.0,0.0,1.88103807567,0.0,8.0780493751,0.0,6.41072608402,10.849686575,0.921817139847,0.0,0.533264313072,0.0,0.0,0.921817139847,1.4796962054,3.70875007531,8.76572700449,0.921817139847,7.40603489133,3.70875007531,0.533264313072,11.1392123816,9.64420780384,0.0,9.34611699289,5.73675638822,2.56547532146,1.88103807567,0.0,2.04635135892,1.4796962054,6.4701545035,8.98403957699,0.0,1.69425618974,8.10875965962,0.533264313072,0.0,0.0,0.0,3.31389883555,0.0,1.22755626105,8.13424147912,6.50609252466,1.4796962054,0.0
sample_16,1.62965969993,3.64608199304,2.05018822331,2.55753262765,1.78387567703,0.0,8.14846132893,0.431997289841,0.0,0.0,0.0,9.30485095868,0.0,0.0,0.431997289841,6.0427997164,4.90558677211,6.83854844153,11.9404567583,18.112653305,15.3483477924,2.37540092891,0.431997289841,9.1235213569,2.99664182864,0.0,0.0,0.0,0.431997289841,1.4570163627,9.83631708692,1.62965969993,0.0,0.431997289841,0.0,0.763921420761,0.0,3.9691044307,9.99476355656,1.78387567703,11.9887485843,11.6621476297,8.5754900847,3.47547404674,0.763921420761,0.431997289841,1.03365205249,0.0,0.0,0.763921420761,8.61070006213,0.0,11.551520824,0.0,0.0,1.03365205249,0.0,0.763921420761,0.0,4.6080817991,11.7585688537,1.26080853476,2.86459227115,0.763921420761,0.0,0.0,4.66873751699,6.56301928568,0.431997289841,10.1213262931,2.27494743077,8.58075979574,0.0,0.0,10.1780672349,6.02744160619,0.0,10.3171977764,0.0,16.0314276781,10.624612709,9.49272245885,1.92318722071,4.58728697287,0.0,8.92231977286,0.763921420761,1.03365205249,8.08496779281,2.46933900264,0.431997289841,0.0,0.0,2.99664182864,1.62965969993,2.55753262765,8.53939924025,3.05840308933,4.66873751699,10.4026390483
sample_17,9.28266914637,9.61915069857,11.53327619,11.7208769555,12.4865233256,8.00427665588,12.3625219418,0.0,7.82042790159,6.14882634566,9.77354804978,8.7344047933,10.2007760259,8.5271250863,1.0775164697,2.44403091116,3.59740006835,0.799336025158,0.0,1.31063095723,0.45428119555,1.31063095723,9.39003134534,7.40752270991,10.9169617407,9.01803878828,0.0,0.0,11.3439185383,6.83149726796,4.11150712291,0.45428119555,1.51131622192,1.0775164697,0.0,11.2982115277,0.0,0.0,11.7437909537,13.3192910772,1.84434547714,0.0,4.68922646477,11.2287104843,7.28618808862,12.0875457143,10.7452961657,9.58201022267,3.68304512978,8.805347278,8.47104516773,11.963474124,8.33875420727,0.0,7.69719694865,11.0216115872,0.0,1.51131622192,8.07132291317,11.2206745758,6.76921634284,8.22348047282,9.83972816598,8.03513999793,0.0,0.0,0.799336025158,7.04062946105,4.66838012991,7.14240322624,8.27122489354,1.84434547714,6.61976953173,0.0,10.9055976021,4.41665061219,0.0,2.34238406956,10.4309542714,10.6001173334,10.8932939457,7.20888787433,1.31063095723,8.98995926152,10.0396593462,3.13302093356,7.08850205595,8.20400373565,1.31063095723,1.0775164697,7.41379715019,0.0,1.51131622192,8.22913124056,0.799336025158,10.5800229678,2.62802697939,4.17200739069,11.5825136654,0.45428119555
sample_18,10.7107203515,9.2091950221,12.4761639464,12.5802114506,13.1714004418,10.2450416117,11.9708788127,0.0,8.87473242672,5.80284719387,11.4024791722,9.56783251917,11.3476213686,10.1558175252,0.0,4.26866643981,3.40850807615,0.0,0.0,0.0,0.0,0.972177970346,9.94721758235,8.32198219494,11.6407194289,8.8296973688,0.0,0.0,11.4130302079,11.3007186221,0.972177970346,7.68336661764,0.972177970346,0.0,0.0,11.0236157592,0.0,0.0,12.1655791062,14.5619800054,1.95810026172,0.0,3.68513282048,10.1815374212,5.74364960182,13.1461104025,12.0153558101,8.97005123114,7.67885362273,7.43337679338,9.35900056988,10.955366571,0.714751059343,0.0,9.54819769708,12.0796014481,0.714751059343,0.714751059343,6.48365296115,13.7649959556,6.61686491558,11.7437951604,11.2964975582,7.20164366205,0.0,0.0,0.0,8.26598534147,3.85458417862,1.54779528437,9.51697050573,4.5900210881,4.71855890428,0.401193551063,10.8227301479,4.99000636231,0.0,3.12015284268,8.82358378729,8.76737340819,11.3854580012,9.32478585638,1.19061486021,10.9199954873,8.36049157788,2.0725174502,5.95971452322,8.12729794621,0.0,3.17239150333,8.33922648142,0.0,2.88992127313,10.3412408205,0.401193551063,11.3040147106,4.11698016643,4.29246520488,11.5779527484,0.0
sample_19,1.2753050942,1.75172078678,0.559247060462,0.961252884058,0.0,0.559247060462,0.559247060462,10.8977320321,0.0,0.0,0.0,1.53311477225,0.0,0.559247060462,9.33945365259,15.8581680242,3.45204186494,8.18149021302,4.44855080409,0.0,3.17788590908,0.0,2.10922681554,14.2756589447,3.78501689651,0.0,15.8426155203,17.5246411846,0.961252884058,0.0,11.6736756661,0.0,13.4767968239,6.01013083802,8.49534339888,0.0,5.26332366725,7.60135481636,8.87729333729,6.28878303897,1.2753050942,0.961252884058,9.09779512454,0.0,0.0,2.25945328344,1.75172078678,1.2753050942,0.0,0.0,9.19540912024,1.53311477225,10.141328047,11.8444586258,0.0,0.961252884058,1.2753050942,12.7723640652,0.0,4.2829660777,11.3811968359,0.989066325687,2.74032316356,0.0,2.25945328344,6.32331602103,5.13311549082,7.59076667391,8.98772162205,8.91740788532,0.0,9.37177882199,14.0928231969,8.48202943743,14.4068095455,14.7627557455,12.8590513482,10.8811598569,0.0,0.559247060462,2.93153178359,0.961252884058,0.0,1.53311477225,0.559247060462,9.29446912011,0.0,1.08556062487,7.65656787429,1.2753050942,0.0,5.28100084077,5.52305692441,1.53311477225,8.81039490181,1.75172078678,9.1884009246,11.9250202842,2.93153178359,0.0
